client_id,loan_type,loan_amount,repaid,loan_id,loan_start,loan_end,rate,loan_duration_days,rate_log,rate_log_normalized,loan_amount_normalized,rate_normalized,loan_duration_days_normalized,loan_type_cash,loan_type_credit,loan_type_home,loan_type_other,rate_freq,rate_log_freq,rate_log_normalized_freq,rate_normalized_freq,amount_per_day,interest_burden,loan_amount_sq,rate_category,rate_duration_interaction,loan_amount_log,rate_cat_low,rate_cat_medium,rate_cat_high
49545,home,11799,0,11030,2001-04-24,2003-11-08,7,928,2.0794415416798357,0.8671944789536634,0.7799056341937275,0.7,0.857429718875502,0,0,1,0,0.045146726862302484,0.045146726862302484,0.045146726862302484,0.045146726862302484,12.70075349838536,825.93,139216401,high,6496,9.375854810453756,0,0,1
49545,cash,10422,1,10709,2008-11-04,2010-09-14,0,679,0.0,0.0,0.6843602553427699,0.0,0.357429718875502,1,0,0,0,0.09029345372460497,0.09029345372460497,0.09029345372460497,0.09029345372460497,15.326470588235294,0.0,108618084,low,0,9.251770181739323,1,0,0
49545,home,14971,1,11247,2011-07-26,2013-12-15,0,873,0.0,0.0,1.0,0.0,0.7469879518072289,0,0,1,0,0.09029345372460497,0.09029345372460497,0.09029345372460497,0.09029345372460497,17.12929061784897,0.0,224130841,low,0,9.61393706902432,1,0,0
49545,other,4131,0,10939,2008-10-13,2010-02-26,4,501,1.6094379124341003,0.6711877414712396,0.24784901470996393,0.4,0.0,0,0,0,1,0.11512415349887133,0.11512415349887133,0.11512415349887133,0.11512415349887133,8.229083665338646,165.24,17065161,medium,2004,8.326516830239528,0,1,0
49545,credit,4458,1,10192,2013-02-11,2014-09-11,4,577,1.6094379124341003,0.6711877414712396,0.27053844018873163,0.4,0.15261044176706828,0,1,0,0,0.11512415349887133,0.11512415349887133,0.11512415349887133,0.11512415349887133,7.71280276816609,178.32,19873764,medium,2308,8.402679804627477,0,1,0
49545,other,8172,1,11866,2002-02-06,2004-10-02,1,969,0.6931471805599453,0.2890648263178878,0.528240355259506,0.1,0.9397590361445783,0,0,0,1,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,8.424742268041237,81.72,66781584,low,969,9.00859131751613,1,0,0
49545,cash,14946,1,11043,2002-06-28,2004-03-17,6,628,1.9459101490553132,0.8115075629572489,0.9982653344435193,0.6,0.25502008032128515,1,0,0,0,0.08803611738148984,0.08803611738148984,0.08803611738148984,0.08803611738148984,23.761526232114466,896.76,223382916,high,3768,9.612265889785814,0,0,1
49545,home,13618,1,10691,2001-11-17,2003-05-19,3,548,1.3862943611198906,0.5781296526357756,0.9061199000832639,0.3,0.09437751004016064,0,0,1,0,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,24.805100182149364,408.54,185449924,medium,1644,9.519221155568957,0,1,0
49545,home,7061,1,11514,2014-03-16,2015-12-30,4,654,1.6094379124341003,0.6711877414712396,0.4511518179295032,0.4,0.3072289156626506,0,0,1,0,0.11512415349887133,0.11512415349887133,0.11512415349887133,0.11512415349887133,10.780152671755726,282.44,49857721,medium,2616,8.862483576488332,0,1,0
49545,other,9580,0,11403,2001-07-28,2003-03-15,2,595,1.0986122886681098,0.45815690999132624,0.6259367194004996,0.2,0.18875502008032127,0,0,0,1,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,16.073825503355703,191.6,91776400,low,1190,9.167537249650874,1,0,0
49545,other,11434,0,10864,2001-09-22,2004-05-26,3,977,1.3862943611198906,0.5781296526357756,0.7545795170691091,0.3,0.9558232931726908,0,0,0,1,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,11.69120654396728,343.02,130736356,medium,2931,9.344434106456882,0,1,0
49545,credit,10982,0,11573,2005-10-26,2007-06-30,5,612,1.791759469228055,0.7472217363092141,0.7232167638079379,0.5,0.22289156626506024,0,1,0,0,0.0835214446952596,0.0835214446952596,0.0835214446952596,0.0835214446952596,17.91517128874388,549.1,120604324,medium,3060,9.304103901788347,0,1,0
49545,credit,11597,0,11234,2001-09-16,2003-07-13,4,665,1.6094379124341003,0.6711877414712396,0.7658895364973634,0.4,0.3293172690763052,0,1,0,0,0.11512415349887133,0.11512415349887133,0.11512415349887133,0.11512415349887133,17.412912912912912,463.88,134490409,medium,2660,9.358587948436385,0,1,0
49545,other,14074,1,11215,2013-04-23,2014-11-16,1,572,0.6931471805599453,0.2890648263178878,0.9377601998334721,0.1,0.142570281124498,0,0,0,1,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,24.56195462478185,140.74,198077476,low,572,9.552155453007892,1,0,0
49545,home,10519,1,10425,2001-09-27,2004-03-04,1,889,0.6931471805599453,0.2890648263178878,0.6910907577019151,0.1,0.7791164658634538,0,0,1,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,11.819101123595505,105.19,110649361,low,889,9.261033486291701,1,0,0
49545,cash,14388,1,11914,2011-08-05,2013-05-17,4,651,1.6094379124341003,0.6711877414712396,0.9595475992228698,0.4,0.30120481927710846,1,0,0,0,0.11512415349887133,0.11512415349887133,0.11512415349887133,0.11512415349887133,22.067484662576685,575.52,207014544,medium,2604,9.574219304763417,0,1,0
49545,home,8354,1,10816,2000-03-08,2001-08-02,0,512,0.0,0.0,0.5408687205106856,0.0,0.02208835341365462,0,0,1,0,0.09029345372460497,0.09029345372460497,0.09029345372460497,0.09029345372460497,16.28460038986355,0.0,69789316,low,0,9.030615441029495,1,0,0
41480,home,3812,0,11861,2005-06-18,2007-10-19,1,853,0.6931471805599453,0.2890648263178878,0.22571468220927005,0.1,0.7068273092369478,0,0,1,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,4.4637002341920375,38.12,14531344,low,853,8.246171559857563,1,0,0
41480,credit,2947,1,10302,2005-11-10,2008-03-16,10,857,2.3978952727983707,1.0,0.16569525395503748,1.0,0.714859437751004,0,1,0,0,0.011286681715575621,0.011286681715575621,0.011286681715575621,0.011286681715575621,3.4347319347319347,294.7,8684809,high,8570,7.988882253309227,0,0,1
41480,other,3332,0,10313,2012-09-28,2014-09-21,1,723,0.6931471805599453,0.2890648263178878,0.19240910352484042,0.1,0.4457831325301205,0,0,0,1,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,4.602209944751381,33.32,11102224,low,723,8.11162807830774,1,0,0
41480,cash,3952,0,10840,2008-12-24,2010-08-21,0,605,0.0,0.0,0.23542880932556204,0.0,0.20883534136546184,1,0,0,0,0.09029345372460497,0.09029345372460497,0.09029345372460497,0.09029345372460497,6.521452145214521,0.0,15618304,low,0,8.282230063296685,1,0,0
41480,home,14290,0,10888,2003-11-01,2006-04-29,4,910,1.6094379124341003,0.6711877414712396,0.9527477102414654,0.4,0.821285140562249,0,0,1,0,0.11512415349887133,0.11512415349887133,0.11512415349887133,0.11512415349887133,15.686059275521405,571.6,204204100,medium,3640,9.567385247481795,0,1,0
41480,cash,12581,1,11461,2009-10-29,2011-07-08,2,617,1.0986122886681098,0.45815690999132624,0.834165972800444,0.2,0.23293172690763053,1,0,0,0,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,20.357605177993527,251.62,158281561,low,1234,9.440022500129976,1,0,0
41480,other,10967,1,11022,2013-12-28,2016-04-28,3,852,1.3862943611198906,0.5781296526357756,0.7221759644740494,0.3,0.7048192771084337,0,0,0,1,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,12.856975381008207,329.01,120275089,medium,2556,9.30273722124215,0,1,0
41480,credit,8624,1,11277,2011-11-09,2013-12-05,1,757,0.6931471805599453,0.2890648263178878,0.5596031085206772,0.1,0.5140562248995983,0,1,0,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,11.37730870712401,86.24,74373376,low,757,9.062420241899561,1,0,0
41480,home,14399,1,11328,2005-06-09,2007-11-16,1,890,0.6931471805599453,0.2890648263178878,0.9603108520677214,0.1,0.7811244979919679,0,0,1,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,16.160493827160494,143.99,207331201,low,890,9.574983485564092,1,0,0
41480,other,4922,1,10251,2005-09-19,2007-05-19,6,607,1.9459101490553132,0.8115075629572489,0.3027338329170136,0.6,0.21285140562248997,0,0,0,1,0.08803611738148984,0.08803611738148984,0.08803611738148984,0.08803611738148984,8.095394736842104,295.32,24226084,high,3642,8.5016733797582,0,0,1
41480,cash,6903,0,11487,2006-01-16,2008-08-08,1,935,0.6931471805599453,0.2890648263178878,0.4401887316125451,0.1,0.8714859437751004,1,0,0,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,7.375,69.03,47651409,low,935,8.839856232763264,1,0,0
41480,other,4491,1,10511,2002-06-08,2004-08-09,3,793,1.3862943611198906,0.5781296526357756,0.2728281987232862,0.3,0.5863453815261044,0,0,0,1,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,5.656171284634761,134.73,20169081,medium,2379,8.410053315858335,0,1,0
41480,home,9766,0,10567,2008-06-03,2010-01-08,9,584,2.302585092994046,0.9602525677891275,0.638842631140716,0.9,0.16666666666666666,0,0,1,0,0.029345372460496615,0.029345372460496615,0.029345372460496615,0.029345372460496615,16.694017094017095,878.94,95374756,high,5256,9.186764635447478,0,0,1
41480,credit,9302,0,11466,2000-07-06,2002-02-11,2,585,1.0986122886681098,0.45815690999132624,0.6066472384124341,0.2,0.1686746987951807,0,1,0,0,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,15.873720136518772,186.04,86527204,low,1170,9.138092207768558,1,0,0
41480,home,921,1,10292,2000-05-22,2003-01-13,3,966,1.3862943611198906,0.5781296526357756,0.02511795725784069,0.3,0.9337349397590361,0,0,1,0,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.9524301964839711,27.63,848241,medium,2898,6.826545223556594,0,1,0
41480,home,11154,1,10991,2014-08-29,2016-06-11,6,652,1.9459101490553132,0.8115075629572489,0.7351512628365251,0.6,0.3032128514056225,0,0,1,0,0.08803611738148984,0.08803611738148984,0.08803611738148984,0.08803611738148984,17.081163859111793,669.24,124411716,high,3912,9.319643106866632,0,0,1
41480,home,12934,0,11878,2006-11-11,2008-10-30,2,719,1.0986122886681098,0.45815690999132624,0.8586594504579517,0.2,0.43775100401606426,0,0,1,0,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,17.96388888888889,258.68,167288356,low,1438,9.46769209462013,1,0,0
41480,cash,11016,1,11890,2008-10-29,2011-01-26,1,819,0.6931471805599453,0.2890648263178878,0.7255759089647515,0.1,0.6385542168674698,1,0,0,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,13.434146341463414,110.16,121352256,low,819,9.307194813340065,1,0,0
41480,home,10773,0,10755,2003-09-16,2005-08-14,7,698,2.0794415416798357,0.8671944789536634,0.708714959755759,0.7,0.39558232931726905,0,0,1,0,0.045146726862302484,0.045146726862302484,0.045146726862302484,0.045146726862302484,15.412017167381974,754.11,116057529,high,4886,9.28489110324048,0,0,1
41480,credit,811,0,11430,2009-08-02,2012-01-04,0,885,0.0,0.0,0.017485428809325562,0.0,0.7710843373493976,0,1,0,0,0.09029345372460497,0.09029345372460497,0.09029345372460497,0.09029345372460497,0.9153498871331829,0.0,657721,low,0,6.699500340161678,1,0,0
46180,home,3022,0,11204,2003-11-22,2005-05-18,8,543,2.1972245773362196,0.9163138199826525,0.1708992506244796,0.8,0.08433734939759036,0,0,1,0,0.013544018058690745,0.013544018058690745,0.013544018058690745,0.013544018058690745,5.555147058823529,241.76,9132484,high,4344,8.014004994779459,0,0,1
46180,credit,9282,1,10664,2008-03-03,2010-05-16,3,804,1.3862943611198906,0.5781296526357756,0.6052595059672495,0.3,0.608433734939759,0,1,0,0,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,11.530434782608696,278.46,86155524,medium,2412,9.135940049399933,0,1,0
46180,cash,14007,1,10416,2003-12-05,2005-05-14,4,526,1.6094379124341003,0.6711877414712396,0.9331112961421038,0.4,0.050200803212851405,1,0,0,0,0.11512415349887133,0.11512415349887133,0.11512415349887133,0.11512415349887133,26.57874762808349,560.28,196196049,medium,2104,9.547383873965687,0,1,0
46180,cash,5943,0,11317,2011-10-18,2013-11-03,7,747,2.0794415416798357,0.8671944789536634,0.3735775742436858,0.7,0.4939759036144578,1,0,0,0,0.045146726862302484,0.045146726862302484,0.045146726862302484,0.045146726862302484,7.945187165775401,416.01,35319249,high,5229,8.690137586397595,0,0,1
46180,other,3834,0,10887,2014-05-03,2016-02-24,1,662,0.6931471805599453,0.2890648263178878,0.22724118789897307,0.1,0.3232931726907631,0,0,0,1,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,5.782805429864253,38.34,14699556,low,662,8.251924713801357,1,0,0
46180,other,7020,0,11553,2000-11-07,2003-04-13,4,887,1.6094379124341003,0.6711877414712396,0.44830696641687484,0.4,0.7751004016064257,0,0,0,1,0.11512415349887133,0.11512415349887133,0.11512415349887133,0.11512415349887133,7.905405405405405,280.8,49280400,medium,3548,8.85666093701725,0,1,0
46180,credit,9216,1,11837,2002-06-17,2004-11-14,3,881,1.3862943611198906,0.5781296526357756,0.6006799888981404,0.3,0.7630522088353414,0,1,0,0,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,10.448979591836734,276.48,84934656,medium,2643,9.128804883993665,0,1,0
46180,cash,6985,1,11555,2004-02-04,2005-10-10,1,614,0.6931471805599453,0.2890648263178878,0.44587843463780186,0.1,0.22690763052208834,1,0,0,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,11.357723577235772,69.85,48790225,low,614,8.851663425366777,1,0,0
46180,home,14081,0,11026,2013-11-02,2016-05-04,3,914,1.3862943611198906,0.5781296526357756,0.9382459061892867,0.3,0.8293172690763052,0,0,1,0,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,15.389071038251366,422.43,198274561,medium,2742,9.552652665079078,0,1,0
46180,other,8643,0,10379,2000-11-03,2003-03-31,1,878,0.6931471805599453,0.2890648263178878,0.5609214543436025,0.1,0.7570281124497992,0,0,0,1,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,9.832764505119455,86.43,74701449,low,878,9.064620717626777,1,0,0
46180,other,12325,1,11816,2014-03-11,2016-07-16,6,858,1.9459101490553132,0.8115075629572489,0.8164029975020816,0.6,0.7168674698795181,0,0,0,1,0.08803611738148984,0.08803611738148984,0.08803611738148984,0.08803611738148984,14.348079161816065,739.5,151905625,high,5148,9.419466131522189,0,0,1
46180,other,11679,0,10810,2014-04-15,2016-07-27,2,834,1.0986122886681098,0.45815690999132624,0.7715792395226201,0.2,0.6686746987951807,0,0,0,1,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,13.986826347305389,233.58,136399041,low,1668,9.365633256382218,1,0,0
46180,cash,2628,1,10038,2000-06-18,2002-04-06,3,657,1.3862943611198906,0.5781296526357756,0.1435609214543436,0.3,0.3132530120481928,1,0,0,0,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,3.9939209726443767,78.84,6906384,medium,1971,7.874358824729881,0,1,0
46180,home,11761,1,11990,2005-11-13,2007-07-13,1,607,0.6931471805599453,0.2890648263178878,0.7772689425478768,0.1,0.21285140562248997,0,0,1,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,19.34375,117.61,138321121,low,607,9.372629275019902,1,0,0
46180,other,6512,1,10687,2010-11-06,2012-05-10,9,551,2.302585092994046,0.9602525677891275,0.4130585623091868,0.9,0.10040160642570281,0,0,0,1,0.029345372460496615,0.029345372460496615,0.029345372460496615,0.029345372460496615,11.797101449275363,586.08,42406144,high,4959,8.781555458546402,0,0,1
46180,cash,8320,0,10670,2005-08-24,2008-05-16,6,996,1.9459101490553132,0.8115075629572489,0.5385095753538718,0.6,0.9939759036144579,1,0,0,0,0.08803611738148984,0.08803611738148984,0.08803611738148984,0.08803611738148984,8.345035105315947,499.2,69222400,high,5976,9.02653771890043,0,0,1
46180,home,1607,0,11112,2003-02-28,2005-05-01,2,793,1.0986122886681098,0.45815690999132624,0.07271718012767138,0.2,0.5863453815261044,0,0,1,0,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,2.0239294710327456,32.14,2582449,low,1586,7.382746449738912,1,0,0
46180,credit,5362,0,10237,2013-01-07,2014-05-23,2,501,1.0986122886681098,0.45815690999132624,0.3332639467110741,0.2,0.0,0,1,0,0,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,10.681274900398407,107.24,28751044,low,1002,8.587278798982926,1,0,0
46180,credit,2569,1,11672,2013-03-02,2015-03-05,1,733,0.6931471805599453,0.2890648263178878,0.13946711074104912,0.1,0.46586345381526106,0,1,0,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,3.5,25.69,6599761,low,733,7.851661177889265,1,0,0
46180,credit,9221,1,10893,2002-07-20,2004-02-14,1,574,0.6931471805599453,0.2890648263178878,0.6010269220094365,0.1,0.1465863453815261,0,1,0,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,16.036521739130436,92.21,85026841,low,574,9.129347212766652,1,0,0
25707,other,12048,0,11987,2010-10-20,2013-02-04,0,838,0.0,0.0,0.7971829031362754,0.0,0.6767068273092369,0,0,0,1,0.09029345372460497,0.09029345372460497,0.09029345372460497,0.09029345372460497,14.35995232419547,0.0,145154304,low,0,9.396736947923277,1,0,0
25707,credit,11403,0,11649,2006-01-19,2007-09-15,5,604,1.791759469228055,0.7472217363092141,0.752428531779073,0.5,0.20682730923694778,0,1,0,0,0.0835214446952596,0.0835214446952596,0.0835214446952596,0.0835214446952596,18.84793388429752,570.15,130028409,medium,3020,9.341719450032562,0,1,0
25707,other,2477,1,10009,2009-05-25,2011-02-17,2,633,1.0986122886681098,0.45815690999132624,0.13308354149320012,0.2,0.26506024096385544,0,0,0,1,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,3.906940063091483,49.54,6135529,low,1266,7.815207062189088,1,0,0
25707,home,2203,0,10363,2014-02-11,2015-08-20,7,555,2.0794415416798357,0.8671944789536634,0.11407160699417153,0.7,0.10843373493975904,0,0,1,0,0.045146726862302484,0.045146726862302484,0.045146726862302484,0.045146726862302484,3.962230215827338,154.21,4853209,high,3885,7.698029170272805,0,0,1
25707,other,10422,0,11126,2013-01-27,2015-02-01,9,735,2.302585092994046,0.9602525677891275,0.6843602553427699,0.9,0.46987951807228917,0,0,0,1,0.029345372460496615,0.029345372460496615,0.029345372460496615,0.029345372460496615,14.160326086956522,937.98,108618084,high,6615,9.251770181739323,0,0,1
25707,credit,5200,1,10205,2010-02-27,2012-07-08,6,862,1.9459101490553132,0.8115075629572489,0.3220233139050791,0.6,0.7248995983935743,0,1,0,0,0.08803611738148984,0.08803611738148984,0.08803611738148984,0.08803611738148984,6.025492468134415,312.0,27040000,high,5172,8.556606193773073,0,0,1
25707,other,9942,1,10438,2009-03-26,2010-10-22,2,575,1.0986122886681098,0.45815690999132624,0.6510546766583403,0.2,0.14859437751004015,0,0,0,1,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,17.260416666666668,198.84,98843364,low,1150,9.204624064980074,1,0,0
25707,credit,8267,0,10104,2010-08-02,2012-05-21,3,658,1.3862943611198906,0.5781296526357756,0.5348320843741327,0.3,0.3152610441767068,0,1,0,0,0.17155756207674944,0.17155756207674944,0.17155756207674944,0.17155756207674944,12.544764795144157,248.01,68343289,medium,1974,9.020147920801659,0,1,0
25707,cash,13913,0,11211,2011-11-24,2014-04-14,1,872,0.6931471805599453,0.2890648263178878,0.9265889536497364,0.1,0.7449799196787149,1,0,0,0,0.21670428893905191,0.21670428893905191,0.21670428893905191,0.21670428893905191,15.936998854524628,139.13,193571569,low,872,9.540650806483587,1,0,0
25707,cash,1212,1,10611,2010-08-17,2013-04-01,2,958,1.0986122886681098,0.45815690999132624,0.04530946433527616,0.2,0.9176706827309237,1,0,0,0,0.13544018058690746,0.13544018058690746,0.13544018058690746,0.13544018058690746,1.2638164754953076,24.24,1468944,low,1916,7.10085190894405,1,0,0
